36631506968125;36631512858708;36631513163041;36631513164166;36631513208125;36631578724875;1;0;1
36634509958250;36634514251125;36634514433166;36634514434458;36634514482000;36634576504208;0;0;0
36636481532666;36636487319375;36636487848250;36636487849625;36636487930333;36636550005125;1;0;1
36638566253291;36638571050333;36638571332458;36638571333583;36638571429250;36638637183000;0;0;0
36640538455041;36640544549291;36640544996916;36640545001333;36640545071541;36640611520833;1;0;1
36644572612291;36644576995250;36644577195708;36644577196833;36644577249583;36644639148541;0;0;0
36646543770791;36646549835541;36646550206458;36646550208333;36646550290708;36646613774625;1;0;1
36648615906958;36648621618250;36648621873583;36648621875666;36648621954291;36648682459583;0;0;0
36650584141916;36650590095708;36650590618500;36650590620833;36650590761083;36650661084083;1;0;1
36653589914833;36653594051291;36653594223625;36653594225125;36653594336583;36653665542500;0;0;0
36656583949750;36656591825750;36656592248958;36656592250708;36656592359416;36656658843208;1;0;1
36659578126458;36659582661541;36659582915833;36659582916958;36659582983458;36659647551166;0;0;0
36662585221000;36662591141541;36662591495916;36662591497625;36662591566625;36662661313333;1;0;1
36664651310166;36664655931750;36664656157333;36664656159208;36664656244708;36664716740083;0;0;0
36666616422708;36666621776250;36666622097791;36666622099750;36666622197833;36666682373375;1;0;1
36668595706416;36668600142625;36668600357166;36668600358625;36668600532541;36668664540041;0;0;0
36670663638000;36670670006541;36670670429958;36670670431250;36670670551125;36670740522375;1;0;1
36672640946166;36672645122916;36672645311333;36672645312583;36672645391666;36672708249166;0;0;0
36673671456750;36673677973750;36673678412916;36673678414958;36673678501125;36673744206750;1;0;1
36676675374916;36676679290416;36676679492583;36676679493541;36676679591833;36676736464791;0;0;0
36678637440333;36678643430500;36678643856500;36678643857750;36678643986041;36678712062000;1;0;1
36680707924583;36680713528125;36680713780083;36680713781666;36680713891250;36680776193791;0;0;0
36681743247583;36681749203375;36681749471375;36681749471958;36681749533541;36681816994875;1;0;1
36684754020791;36684758988833;36684759219875;36684759221541;36684759364166;36684820775541;0;0;0
36685673382500;36685680011916;36685680646166;36685680649083;36685680747875;36685747718250;1;0;1
36687746335208;36687750627125;36687750850500;36687750852083;36687750953458;36687814387166;0;0;0
36688674028000;36688674032250;36688674192250;36688674193833;36688674276333;36688674277166;0;0;0
36690744560791;36690744575791;36690744705708;36690744707333;36690744811958;36690744813000;0;0;0
36692707993333;36692715427291;36692715824916;36692715826333;36692715928625;36692785299625;1;0;1
36693748408625;36693753087833;36693753366250;36693753367583;36693753455708;36693816748625;0;0;0
36695710437541;36695715916916;36695716285000;36695716290458;36695716387625;36695785259333;1;0;1
36696750346000;36696752069708;36696752167958;36696752168541;36696752214041;36696792620916;0;0;0
36699761559041;36699767213583;36699767520916;36699767522166;36699767604541;36699832624166;1;0;1
36701741467291;36701745313875;36701745599666;36701745600458;36701745676583;36701808584916;0;0;0
