15041835229300,15042577421700,15042628235700,15042630651000,0,0,0
15042691041000,15043217551400,15043217677400,15043217749200,0,0,0
15043242875600,15043795257000,15043795379100,15043795455000,0,0,0
15043839608300,15044356488200,15044356557400,15044356594000,0,0,0
15044416500100,15044929492000,15044929561900,15044929610300,0,0,0
15044953397600,15045466315900,15045466397700,15045466480200,0,0,0
15045484152500,15046015317900,15046015407500,15046015456100,0,0,0
15046041870600,15046596463000,15046596524300,15046596590400,0,0,0
15046699999700,15047213538000,15047213601800,15047213647400,0,0,0
15047239824000,15047802721100,15047872411000,15048602822700,0,0,1
15048652273600,15049166642500,15049166729500,15049460488900,0,0,1
15049492788700,15050041592600,15050041734000,15050338153800,0,0,1
15050388344600,15050901541600,15050901596600,15051189271200,0,0,1
15051220028000,15051734109300,15051734176200,15052044224100,0,0,1
15052075059500,15052633681000,15052633751600,15052936253700,0,0,1
15052965639900,15053478451700,15053478500600,15053780708600,1,0,1
15053856872500,15054371099900,15054371158200,15054722462600,1,0,1
15054758750500,15055318121600,15055318242900,15055624759900,1,0,1
15055659987500,15056182521800,15056182589000,15056530821300,1,0,1
15056562567000,15057076225500,15057076343600,15057396861200,1,0,1
15057465646900,15057978928800,15057979080500,15058347556100,1,0,1
15058389185200,15058902450800,15058902519000,15059277120900,0,0,1
15059314545400,15059827760300,15059827832000,15060164329200,0,0,1
15060207907100,15060722354900,15060722454700,15061129397000,0,0,1
15061183736200,15061710340300,15061710409500,15062046961500,0,0,1
15062082214400,15062596154800,15062596251600,15062882476800,0,0,1
15062917631800,15063431740700,15063431821800,15063756448800,0,0,1
15063795790900,15064311821900,15064360008900,15064360075200,0,0,0
15064403214200,15064937322800,15064995082600,15065702800100,0,0,1
15065737826300,15066251475800,15066251568900,15066596202200,0,0,1
15066629701000,15067154720700,15067154817000,15067437561200,0,0,1
15067474736100,15067987847900,15068035573000,15068035690200,0,0,0
15068084663400,15068597822700,15068668132600,15069370009300,0,0,1
15069406659400,15069919311000,15069919429600,15070196925000,0,0,1
15070233948400,15070770150400,15070815467200,15070815563900,0,0,0
15070839256600,15071352380100,15071411405800,15072113840400,0,0,1
15072181684700,15072694764500,15072694833500,15072956008100,0,0,1
15072991256600,15073535809400,15073535878300,15073789524600,0,0,1
15073827455100,15074341598100,15074402202500,15075090239600,0,0,2
15075131101600,15075643144900,15075643209100,15075895233600,0,0,2
15076000738800,15076513321800,15076581609400,15077497276600,0,0,1
15077550908300,15078063715200,15078123243500,15078815198300,0,0,2
15078849167500,15079364176000,15079364239400,15079609318100,0,0,2
15079644832700,15080158260100,15080221192300,15081092374900,0,0,1
15081185729300,15081698336100,15081698419500,15082059594600,0,0,1
15082098998100,15082612731100,15082612814500,15082921783200,0,0,1
15082961485900,15083473550600,15083537552600,15084371103900,0,0,2
15084407681300,15084920271100,15084920363800,15085186085300,0,0,2
15085259179100,15085826828100,15085827013700,15086131804400,0,0,2
15086181767900,15086694875000,15086756057400,15087444381800,0,0,1
15087476860600,15087989834200,15087989915600,15088229789600,0,0,1
15088260002900,15088774787500,15088774915000,15089013646700,0,0,1
15089132079600,15089646279200,15089646334400,15089910437000,0,0,1
15089946720100,15090460855300,15090460902600,15090705055200,0,0,1
15090740773500,15091254173500,15091254215400,15091489173800,0,0,1
