16062553592300,16063220710900,16063231586900,16063237542100,16063240616500,0,0,0
16063263846900,16063693254000,16063693493600,16063693623300,16063693729200,0,0,0
16063694279700,16064110219100,16064110606800,16064110794700,16064110926900,0,0,0
16064111636200,16064541260600,16064541414700,16064541556400,16064541663600,0,0,0
16064541994100,16064954216600,16064954400000,16064954482800,16064954540600,0,0,0
16064954930100,16065392330500,16065392418300,16065392497100,16065392523700,0,0,0
16065392766100,16065808182700,16065808286200,16065808360900,16065808430500,0,0,0
16065808914900,16066241158700,16066241277700,16066241388800,16066241437600,0,0,0
16066241680800,16066693977500,16066694058300,16066694168100,16066694249200,0,0,0
16066694671300,16067120572800,16067120727000,16067120851900,16067120954000,0,0,0
16067121384900,16067551510600,16067551607100,16067551674600,16067551727500,0,0,0
16067552109400,16067980515300,16067980579300,16067980615600,16067980641100,0,0,0
16067980897700,16068432537400,16068432632400,16068432702900,16068432791100,0,0,0
16068433514000,16068874000800,16068874046400,16068874080900,16068874101700,0,0,0
16068874313100,16069302845800,16069302918400,16069302972300,16069303009100,0,0,0
16069303356300,16069713871100,16069713924900,16069714777100,16069715296700,0,0,0
16069715511100,16070125074200,16070125179300,16070125352700,16070125442200,0,0,0
16070126000500,16070539114700,16070539168100,16070539194500,16070539216200,0,0,0
16070539448800,16070974349100,16070974486400,16070974550600,16070974625100,0,0,0
16070975054700,16071400318000,16071400368900,16071400397100,16071400421100,0,0,0
16071400708300,16071807020900,16071807347700,16071807486900,16071807636100,0,0,0
16071808461900,16072302745600,16072302875500,16072302961200,16072303003200,0,0,0
16072303401800,16072715154200,16072715300900,16072715394000,16072715462800,0,0,0
16072715868600,16073121376900,16073121426400,16073121459900,16073121509400,0,0,0
16073121827600,16073532221300,16073532377800,16073532435200,16073532474500,0,0,0
16073532865500,16073964532600,16073964585700,16073964616900,16073964664300,0,0,0
16073964953800,16074373393700,16074373558700,16074373635200,16074373706300,0,0,0
16074374421100,16074784323600,16074784373400,16074784400300,16074784421900,0,0,0
16074784647900,16075193631600,16075193783700,16075193992000,16075194075300,0,0,0
16075194910900,16075603382700,16075603539900,16075603590500,16075603623600,0,0,0
16075603954200,16076019772900,16076019945700,16076020029900,16076020078400,0,0,0
16076020569600,16076432952500,16076433002700,16076433038800,16076433060300,0,0,0
16076433506100,16076845102200,16076845299000,16076845340800,16076845379600,0,0,0
16076845654200,16077252422300,16077252470100,16077252492800,16077252513200,0,0,0
16077252699700,16077677094800,16077677172600,16077677213100,16077677260000,0,0,0
16077677651400,16078083203800,16078083256200,16078083284000,16078083338300,0,0,0
16078083651600,16078497527200,16078497605700,16078497639900,16078497670200,0,0,0
16078497970600,16078904942600,16078905006500,16078905030000,16078905047500,0,0,0
16078905390200,16079311209500,16079311300900,16079311339900,16079311371000,0,0,0
16079311678200,16079722237000,16079722281700,16079722308200,16079722340700,0,0,0
16079722602600,16080156803400,16080157014400,16080157103200,16080157160600,0,0,0
16080157523100,16080936197900,16080936236500,16080936261300,16080936311500,0,0,0
16080936649900,16081339329400,16081339395200,16081339428000,16081339456400,0,0,0
16081339754800,16081745983300,16081746022700,16081746072100,16081746091000,0,0,0
16081746389600,16082154293600,16082154550000,16082154698700,16082154818500,0,0,0
16082155906800,16082563969800,16082564045400,16082564069000,16082564097400,0,0,0
16082564305800,16082971851600,16082971983200,16082972022700,16082972063600,0,0,0
16082972349200,16083383154400,16083383209700,16083383249900,16083383268100,0,0,0
16083383534100,16083793713600,16083793781100,16083793824700,16083793884600,0,0,0
16083794288300,16084406211800,16084406362100,16084406386600,16084406424700,0,0,0
16084406825800,16084813849000,16084814037600,16084814073800,16084814124300,0,0,0
