16854631501000,16854636175500,16854639542699,16854642145999,0
16854665717100,16854665763699,16854665786700,16854665828199,0
16854666036200,16854666065900,16854666087300,16854666120300,0
16854666369600,16854666434600,16854666463500,16854666521899,0
16854666754599,16854666786300,16854666834900,16854666901400,0
16854667130700,16854667212699,16854667237200,16854667296000,0
16854667506000,16854667543399,16854667605899,16854667638899,0
16854667779300,16854667805599,16854667822600,16854667860099,0
16854668009699,16854668037600,16854668057399,16854668081700,0
16854668492900,16854668529999,16854668555900,16854668588600,0
16854668798700,16854668831399,16854668851700,16854668884800,0
16854669016700,16854669044700,16854669061199,16854669090399,0
16854669254500,16854669315600,16854669332400,16854669359399,0
16854669535300,16854669564000,16854669587400,16854669614700,0
16854669826099,16854669857900,16854669888299,16854669931299,0
16854670096500,16854670123900,16854670174800,16854670465200,0
16854670656600,16854670698099,16854670744600,16854670786400,0
16854671017500,16854671056000,16854671099399,16854671125699,0
16854671292700,16854671324500,16854671343099,16854671364300,0
16854671535000,16854671559499,16854671575100,16854671595100,0
16854671832400,16854671872399,16854671904700,16854671945200,0
16854672189900,16854672236900,16854672276700,16854672315700,0
16854672525099,16854672551200,16854672567400,16854672588599,0
16854672782200,16854672817700,16854672858300,16854672887600,0
16854673071400,16854673114400,16854673141600,16854673178900,0
16854673377800,16854673403000,16854673416099,16854673463800,0
16854673660400,16854673695000,16854673726199,16854673744900,0
16854673927000,16854673950699,16854673967100,16854673985599,0
16854674170999,16854674215800,16854674238100,16854674280000,0
16854674442100,16854674476699,16854674496799,16854674536999,0
16854674726099,16854674761600,16854674787500,16854674811300,0
16854675016900,16854675050599,16854675069800,16854675101000,0
16854675347500,16854675383500,16854675402600,16854675427100,0
16854675618300,16854675650700,16854675675400,16854675709300,0
16854675920099,16854675954800,16854675975400,16854676002799,0
16854676222400,16854676265300,16854676277700,16854676299600,0
16854676430000,16854676449200,16854676463100,16854676480100,0
16854676595900,16854676615600,16854676629800,16854676651599,0
16854676763100,16854676796500,16854676806300,16854676828600,0
16854676934700,16854676951599,16854676960600,16854677002800,0
16854677176599,16854677201400,16854677214500,16854677229500,0
16854677394100,16854677416999,16854677433000,16854677500500,0
16854677676300,16854677697500,16854677708100,16854677726800,0
16854677901200,16854677921899,16854677935000,16854677954899,0
16854678114900,16854678135600,16854678150200,16854678165099,0
16854678340100,16854678359700,16854678371800,16854678387700,0
16854678623600,16854678662400,16854678681300,16854678708000,0
16854678961099,16854678993599,16854679009799,16854679033100,0
16854679262099,16854679289400,16854679306900,16854679366400,0
16854679556800,16854679584700,16854948873599,16854949150299,1
16854949356700,16854949373000,16854950874700,16854950962100,0
16854951132999,16854951157300,16854954212500,16854954448300,1
16854954631800,16854954652100,16854956390300,16854956492599,0
16854956710800,16854956730900,16854961257600,16854961576200,1
16854961992199,16854962021200,16854966460400,16854966630500,0
16854966994900,16854967028700,16854970270500,16854970458900,1
16854970689700,16854970708800,16854972878300,16854972958900,0
16854973221400,16854973262300,16854975473300,16854975701200,1
16854975982900,16854976005900,16854977768900,16854977847400,0
16854978029099,16854978045799,16854982992000,16854983306700,1
16854983534300,16854983558700,16854984876100,16854985084600,0
16854985234100,16854985248500,16854987554300,16854987677900,1
16854987879699,16854987893099,16854989661500,16854989740900,0
16854989935300,16854989954699,16854992465200,16854992613600,1
16854992768600,16854992782300,16854994015699,16854994055800,0
16854994252000,16854994270200,16854998160200,16854998402099,1
16854998643200,16854998678500,16855000654399,16855000709500,0
16855000943700,16855000957100,16855004050000,16855004207200,1
16855004408600,16855004427400,16855005809100,16855005867299,0
16855006022200,16855006036500,16855007991300,16855008108000,1
16855008284799,16855008298400,16855009695699,16855009757900,0
16855009892700,16855009907299,16855011955499,16855012291899,1
16855012650400,16855012674400,16855014469999,16855014577600,0
16855015292400,16855015344900,16855018747099,16855019024099,1
16855019296400,16855019317999,16855021285399,16855021354699,0
16855021541099,16855021558900,16855023727299,16855023897800,1
16855024050200,16855024064500,16855025217800,16855025264000,0
16855025399800,16855025414700,16855027501300,16855027614400,1
16855027762200,16855027775200,16855029548300,16855029700800,0
16855030253100,16855030281100,16855033321500,16855033491999,1
16855033613200,16855033624299,16855035220000,16855035284200,0
16855035419299,16855035433900,16855037463100,16855037620000,1
16855037778700,16855037793000,16855039032800,16855039081899,0
16855039237000,16855039251200,16855041472699,16855041703100,1
16855041909299,16855041948800,16855043476500,16855043548099,0
16855043701800,16855043714600,16855046249100,16855046531700,1
16855046768799,16855046787100,16855048591600,16855048670000,0
16855048824400,16855048839399,16855051734300,16855051969600,1
16855052175300,16855052195600,16855053794000,16855053862400,0
