36128616504125,36128616505541,0
36128621272625,36128621273125,0
36128621552541,36128621552958,0
36128623266583,36128625126375,1
36128643990541,36128645151625,0
36128646663875,36128647723625,1
36128652013125,36128652489000,0
36128655344666,36128657529875,1
36128660482625,36128660943916,0
36128662334500,36128664092333,1
36128666462750,36128666846791,0
36128668075208,36128669135208,1
36128673503750,36128673934916,0
36128674890375,36128675819583,1
36128677740541,36128678164875,0
36128679119125,36128680075333,1
36128681866375,36128682224000,0
36128684548041,36128686212000,1
36128688400958,36128689431250,0
36128690724166,36128691658083,1
36128694297041,36128694744208,0
36128695559583,36128696413541,1
36128698349250,36128698696625,0
36128699463958,36128701209000,1
36128702671458,36128702994250,0
36128703944500,36128705254416,1
36128706556416,36128706872375,0
36128707604791,36128708354666,1
36128709739666,36128710057833,0
36128710813000,36128711596416,1
36128713116625,36128713418541,0
36128714320125,36128715153500,1
36128716383125,36128716697208,0
36128717679916,36128719130666,1
36128720440041,36128720767916,0
36128721544375,36128722443166,1
36128723576041,36128723897000,0
36128724584458,36128735229041,1
36128736784916,36128737149541,0
36128738097416,36128738929125,1
36128740038250,36128740370500,0
36128741084833,36128741837791,1
36128742998041,36128743287125,0
36128744025958,36128744763666,1
36128746127750,36128746472791,0
36128747602833,36128748480875,1
36128749640416,36128749950625,0
36128750670125,36128751467583,1
36128753994208,36128754328500,0
36128755039708,36128755840916,1
36128757574916,36128757892583,0
36128758715791,36128759514625,1
36128760763250,36128761064166,0
36128761884791,36128762675083,1
