36128606752375,36128606757958,0
36128621129208,36128621129916,0
36128621430500,36128621430958,0
36128621714666,36128623086750,1
36128642143375,36128643609958,0
36128645366000,36128646452083,1
36128651093458,36128651856208,0
36128652643833,36128653702500,1
36128659695333,36128660315458,0
36128661100041,36128662076958,1
36128665786791,36128666343083,0
36128666977833,36128667907250,1
36128670723958,36128673374583,0
36128674080875,36128674768416,1
36128677141083,36128677526083,0
36128678358291,36128678991833,1
36128681381791,36128681777750,0
36128682530250,36128684170125,1
36128687448750,36128688149916,0
36128689653291,36128690578166,1
36128692895750,36128694177875,0
36128694871750,36128695450291,1
36128697870166,36128698252333,0
36128698811041,36128699346500,1
36128702221125,36128702590000,0
36128703101791,36128703648375,1
36128706143041,36128706474291,0
36128706980166,36128707498958,1
36128709312416,36128709662791,0
36128710165791,36128710707458,1
36128712706833,36128713041541,0
36128713585291,36128714191458,1
36128715974625,36128716303250,0
36128716800750,36128717342833,1
36128719975958,36128720363583,0
36128720870458,36128721430000,1
36128723196875,36128723512291,0
36128723985833,36128724493916,1
36128736140708,36128736686708,0
36128737251041,36128737978541,1
36128739650666,36128739969416,0
36128740456000,36128740975375,1
36128742601791,36128742906208,0
36128743382875,36128743912083,1
36128745492041,36128746053666,0
36128746567166,36128747311750,1
36128749241666,36128749566208,0
36128750043333,36128750577833,1
36128753203500,36128753873166,0
36128754418375,36128754952291,1
36128757103166,36128757512041,0
36128757973875,36128758609625,1
36128760371541,36128760700125,0
36128761282250,36128761800916,1
