5169360008200,5170141431000,5170188525500,5170190897900,0,0,0
5170192911200,5170699688500,5170699812800,5170699918400,0,0,0
5170700009100,5171219654900,5171219737300,5171219775700,0,0,0
5171219950500,5171723453100,5171797315700,5172476437500,0,0,1
5172476521300,5172990242400,5172990300700,5173267750500,0,0,1
5173267892800,5173771764800,5173771944700,5174043965500,1,0,1
5174044043600,5174554442400,5174554492600,5174842306700,1,0,1
5174842395100,5175347443000,5175347502900,5175658160900,0,0,1
5175658283600,5176164754800,5176164814300,5176432091700,1,0,1
5176432243200,5176945852200,5176945902500,5177247096100,1,0,1
5177247179900,5177747251100,5177747317900,5178001004000,0,0,1
5178001075400,5178501232300,5178501281100,5178767703700,1,0,1
5178767778300,5179268389900,5179268451800,5179580549100,1,0,1
5179580633300,5180085434700,5180085534100,5180347415700,0,0,1
5180347486500,5180854234800,5180854282200,5181119591800,1,0,1
5181119742600,5181620777700,5181620866100,5181921662300,1,0,1
5181921774900,5182426190200,5182426241700,5182710569400,0,0,1
5182710657100,5183209576300,5183209645900,5183480945800,1,0,1
5183481042700,5183979935600,5183980007600,5184294524300,0,0,1
5184543901400,5185053651200,5185053709400,5185314121200,0,0,1
5185314190200,5186016965900,5186017012000,5186275311200,0,0,1
5186275431400,5186776140900,5186776217200,5187046479500,1,0,1
5187046555600,5187559778100,5187559878300,5187814289700,0,0,1
5187814362100,5188329283800,5188329428200,5188628785000,1,0,1
5188628853400,5189132155300,5189132189500,5189398337400,1,0,1
5189398424800,5189908037500,5189908113000,5190181112400,0,0,1
5190181189200,5190688385800,5190688439000,5190945075700,1,0,1
5190945144800,5191451705800,5191451746300,5191716022100,1,0,1
5191716100700,5192220997300,5192221054800,5192480394000,0,0,1
5192480463700,5192986625500,5192986669700,5193255130400,1,0,1
5193255193600,5193756432300,5193756481100,5194010113300,1,0,1
5194010206900,5194522601100,5194522662200,5194797660500,0,0,1
5194797737600,5195313323500,5195313378700,5195566289400,1,0,1
5195566364100,5196063995900,5196064039900,5196324658300,0,0,1
5196324906000,5196828223500,5196828289700,5197082603200,0,0,1
5197082670200,5197594064800,5197594159300,5197853530900,1,0,1
5198055716200,5198569290500,5198569356200,5198830100100,1,0,1
5198830165900,5199338817400,5199338849200,5199613689100,0,0,1
5199613758500,5200126568600,5200126606200,5200381655800,1,0,1
5200381739300,5200882810900,5200882846500,5201137652100,0,0,1
5201137768000,5201641535100,5201641569500,5201954969200,0,0,1
5201955056500,5202460392700,5202460433100,5202722227300,0,0,1
5202722301900,5203230238700,5203230311200,5203481185500,0,0,1
5203481320600,5203993091600,5203993124100,5204269616300,0,0,1
5204269691900,5204769026800,5204769059300,5205019698100,0,0,1
5205019782000,5205532076800,5205532135800,5205876800000,0,0,1
5205876875400,5206380913800,5206380968500,5206714603400,0,0,1
5206714675300,5207220823700,5207220873400,5207552725400,0,0,1
5207552798200,5208057061800,5208057132000,5208314441000,0,0,1
5208314566600,5208830283500,5208830335800,5209155054100,0,0,1
5209155156000,5209670481600,5209670541400,5209987218500,0,0,1
5209987308500,5210500463700,5210500499700,5210767863300,0,0,1
5210767932200,5211267919500,5211267958900,5211570928800,0,0,1
