14180235460416,14180289870458,1,0,0
14185374457291,14185454809208,0,0,1
14186451287541,14186451290333,1,0,1
14187656769791,14187721866250,0,0,0
14189135779000,14189135784541,1,0,0
14192050599083,14192108796208,0,0,1
14194461793708,14194528637375,1,0,0
14196267128291,14196340168625,0,0,1
14198326333541,14198392410666,1,0,0
14200289478916,14200361010541,0,0,1
14201884159125,14201943833291,1,0,0
14203546018208,14203611071291,0,0,1
14205265704541,14205333515125,1,0,0
14206695106375,14206765441583,0,0,1
14208127732875,14208193059875,1,0,0
14211438151708,14211508097208,0,0,1
14213023140750,14213089626416,1,0,0
14214389062875,14214459949041,0,0,1
14216113889125,14216182136541,1,0,0
14217801926916,14217873106541,0,0,1
14219259845958,14219325592833,1,0,0
14220856119458,14220925576333,0,0,1
14222513906000,14222578931708,1,0,0
14224320059708,14224391093708,0,0,1
14225848584291,14225880188000,1,0,0
14227273258583,14227345489458,0,0,1
14228902992166,14228968183041,1,0,0
14230480755833,14230553233666,0,0,1
14232066319000,14232132960250,1,0,0
14233928004250,14233998694000,0,0,1
14235772581000,14235838547958,1,0,0
14237611092583,14237682086291,0,0,1
14239203599041,14239271699375,1,0,0
14240815542166,14240884985333,0,0,1
14242035662250,14242100577208,1,0,0
14243486816666,14243561950666,0,0,1
14244994583708,14245059534958,1,0,0
14246390857833,14246460549416,0,0,1
14248156838125,14248220642458,1,0,0
14249464068375,14249532096666,0,0,1
14251099302250,14251164940625,1,0,0
14252787255916,14252859545500,0,0,1
14254423982000,14254491385041,1,0,0
14255636770375,14255704802875,0,0,1
14256917938250,14256983801708,1,0,0
14258119204791,14258119207750,0,0,0
14259477035666,14259477039166,1,0,0
14260769355875,14260838203166,0,0,1
14262051890875,14262116479125,1,0,0
14263394040041,14263463809583,0,0,1
14264731315583,14264797446583,1,0,0
14265938863791,14265938866500,0,0,0
14267208437333,14267208439375,1,0,0
14268423722541,14268497869166,0,0,1
14269707364458,14269772430916,1,0,0
14270995051291,14271068582583,0,0,1
14272394382666,14272459778375,1,0,0
14273931174166,14274004972958,0,0,1
14275200256583,14275263721708,1,0,0
14276517381000,14276584983166,0,0,1
14278090230625,14278154845458,1,0,0
14279206294750,14279206300208,0,0,0
14279718950291,14279791102625,0,0,1
14280874699208,14280940280500,1,0,0
14282384075250,14282457610916,1,0,1
14283311750041,14283377955416,1,0,0
14284398332333,14284465193458,0,0,1
14285361924458,14285361925791,1,0,1
14286377145583,14286445309458,0,0,0
14287476296833,14287550279833,1,0,1
14288959264375,14289022127791,0,0,0
14290465579791,14290465584250,1,0,0
14291962064958,14292033878791,0,0,1
14293563519958,14293631215083,0,0,0
14295775615750,14295775618541,1,0,0
14298286673083,14298353408500,0,0,1
14299700667791,14299766712333,1,0,0
14301229386833,14301303994000,0,0,1
14302799020541,14302858587666,1,0,0
14304077109750,14304148147416,0,0,1
14305433129833,14305500568666,1,0,0
14306958110208,14307031643125,0,0,1
14308696314875,14308761048958,1,0,0
14310276092416,14310345452916,0,0,1
14312104292125,14312168775958,1,0,0
14313615363458,14313676187958,0,0,1
14314877472041,14314943587250,1,0,0
14316220504666,14316292560750,0,0,1
14317469383875,14317536572916,1,0,0
14318670365375,14318670371708,0,0,0
14320009126291,14320009130291,1,0,0
14322168340750,14322238992833,0,0,1
14323914385458,14323985640500,1,0,0
14325293083541,14325369489833,0,0,1
14327187250750,14327253357375,1,0,0
14328701538375,14328774510416,0,0,1
14330806292583,14330873821375,1,0,0
14332754368875,14332830274041,0,0,1
14334290268333,14334356729625,1,0,0
14336375957500,14336449455708,0,0,1
14337886979833,14337951971916,1,0,0
14339777164708,14339849360500,0,0,1
14342035917458,14342100583458,1,0,0
14344047890625,14344109637458,0,0,1
14345477256125,14345542021000,1,0,0
14347169542750,14347242393916,0,0,1
14348995018041,14349068789750,1,0,0
