14180140111958,14180144611333,14180149101166,14180162863708,1,0,0
14185271436208,14185271442875,14185271670750,14185276682416,0,0,0
14186342439916,14186342444708,14186342680666,14186349039875,1,0,0
14187548509250,14187548514833,14187548755791,14187553067416,0,0,0
14189023981750,14189023986083,14189024169416,14189028343166,1,0,0
14191945685041,14191945690041,14191945876625,14191949986625,0,0,0
14194357292625,14194357296958,14194357435791,14194363413416,1,0,0
14196158966875,14196158976458,14196159133541,14196163981500,0,0,0
14198218732458,14198218741666,14198218882708,14198225309125,1,0,0
14200159531958,14200159538125,14200159684791,14200163933666,0,0,0
14201779347041,14201779355541,14201779492166,14201785806958,1,0,0
14203438117416,14203438123708,14203438347041,14203442561500,0,0,0
14205161124333,14205161135708,14205161293708,14205167633416,1,0,0
14206588844416,14206588849791,14206588994541,14206593185875,0,0,0
14208018821708,14208018831500,14208018969125,14208025209375,1,0,0
14211332347666,14211332352625,14211333772708,14211337650708,0,0,0
14212916990791,14212917000000,14212917205791,14212923984208,1,0,0
14214285465708,14214285472625,14214285591500,14214290023875,0,0,0
14216005609791,14216005616000,14216005727000,14216011546333,1,0,0
14217697584875,14217697588500,14217697675208,14217700925291,0,0,0
14219152063875,14219152070041,14219152212250,14219158247666,1,0,0
14220706810541,14220706817500,14220706924166,14220711077666,0,0,0
14222406647833,14222406652458,14222406850333,14222412480708,1,0,0
14224214410291,14224214414958,14224214533916,14224218779916,0,0,0
14225739372541,14225739376625,14225739476791,14225744523666,1,0,0
14227164126708,14227164136541,14227164225166,14227168286166,0,0,0
14228794398166,14228794404333,14228794546750,14228800829166,1,0,0
14230371473625,14230371478208,14230371638083,14230375761375,0,0,0
14231962832916,14231962840416,14231962964166,14231969096583,1,0,0
14233821811833,14233821814958,14233821907541,14233826403083,0,0,0
14235569239000,14235569244500,14235569335791,14235575303375,1,0,0
14237506550750,14237506556708,14237506658208,14237511009291,0,0,0
14239095289791,14239095294666,14239095397708,14239101190916,1,0,0
14240711478083,14240711482208,14240711622000,14240715793666,0,0,0
14241931356500,14241931361791,14241931489666,14241937515083,1,0,0
14243383605250,14243383613208,14243383754000,14243387276333,0,0,0
14244891367250,14244891372625,14244891529333,14244897262791,1,0,0
14246284221541,14246284225708,14246284473083,14246288390916,0,0,0
14248051543416,14248051553125,14248051663333,14248057417166,1,0,0
14249357696041,14249357701541,14249357837750,14249362052375,0,0,0
14250994507666,14250994512916,14250994611500,14251000734208,1,0,0
14252676063875,14252676068541,14252676186125,14252680532291,0,0,0
14254319109375,14254319114541,14254319207416,14254325218208,1,0,0
14255529211750,14255529222083,14255529313833,14255533563500,0,0,0
14256811935666,14256811942750,14256812044083,14256818222750,1,0,0
14258011855541,14258011867500,14258011965833,14258016316500,0,0,0
14259367712458,14259367723708,14259367836541,14259373773958,1,0,0
14260621222041,14260621228375,14260621341208,14260625423666,0,0,0
14261940806000,14261940813166,14261940915625,14261947048208,1,0,0
14263281648916,14263281656333,14263281748375,14263286210916,0,0,0
14264625474750,14264625484125,14264625565750,14264631611875,1,0,0
14265832677916,14265832682916,14265832770166,14265837036500,0,0,0
14267101479375,14267101486541,14267101577833,14267107502333,1,0,0
14268315468250,14268315475958,14268315572250,14268319897458,0,0,0
14269599577708,14269599583666,14269599669583,14269605723333,1,0,0
14270888510291,14270888515708,14270888588166,14270892674708,0,0,0
14272284939000,14272284946291,14272285036916,14272291084791,1,0,0
14273826201000,14273826208708,14273826289166,14273830609625,0,0,0
14275092368416,14275092373500,14275092450791,14275098446333,1,0,0
14276409825791,14276409832916,14276409940125,14276414426208,0,0,0
14277987026500,14277987032500,14277987101416,14277992792458,1,0,0
14279100064791,14279100070333,14279100159708,14279104477916,0,0,0
14279602283291,14279602288625,14279602354333,14279602355791,0,0,0
14280765455583,14280765462208,14280765549458,14280772264625,1,0,0
14282276191041,14282276198375,14282276297750,14282276299250,1,0,0
14283203547500,14283203552916,14283203621791,14283203623250,1,0,0
14284292381833,14284292391458,14284292475541,14284296558250,0,0,0
14285121672208,14285121673416,14285121690500,14285123651125,1,0,0
14286270641250,14286270644416,14286270672541,14286272669291,0,0,0
14287370623666,14287370628583,14287370695958,14287376978125,1,0,0
14288853785958,14288853792333,14288853862458,14288858101458,0,0,0
14290362185208,14290362196458,14290362268583,14290368261916,1,0,0
14291855216416,14291855222750,14291855288166,14291859358208,0,0,0
14293459949125,14293459958625,14293460073750,14293460075250,0,0,0
14295667244916,14295667251208,14295667330500,14295673319916,1,0,0
14298177496375,14298177503333,14298177621458,14298181945458,0,0,0
14299594352625,14299594360416,14299594432750,14299601196833,1,0,0
14301125478541,14301125487666,14301125590458,14301130028291,0,0,0
14302693370583,14302693378666,14302693478458,14302699776416,1,0,0
14303972530833,14303972535875,14303972670625,14303975582333,0,0,0
14305325937375,14305325944458,14305326044500,14305332932708,1,0,0
14306845613166,14306845619000,14306845696791,14306849740416,0,0,0
14308590966333,14308590970916,14308591015708,14308596194166,1,0,0
14310172836541,14310172843500,14310172938833,14310176928458,0,0,0
14311997746750,14311997753458,14311997839500,14312003688833,1,0,0
14313507755583,14313507760791,14313507861791,14313511706375,0,0,0
14314770314000,14314770323833,14314770396541,14314777523791,1,0,0
14316109206333,14316109216208,14316109287833,14316113417416,0,0,0
14317364699791,14317364707166,14317364779083,14317371711458,1,0,0
14318565089125,14318565095625,14318565179291,14318569584583,0,0,0
